Empregados - admissões - Novo Caged sem ajuste
BA;2907400;Catolândia;1;2;2;7;3;8;0;1;10;6;5;22;
BA;2907509;Catu;112;139;124;35;45;81;141;112;240;215;147;189;
BA;2907558;Caturama;0;0;0;0;0;0;0;0;0;5;1;5;
BA;2907608;Central;3;5;3;1;0;2;0;3;1;7;1;2;
BA;2907707;Chorrochó;0;0;0;0;0;0;0;1;1;2;3;0;
BA;2907806;Cícero Dantas;16;22;21;5;2;12;7;27;10;11;25;14;
BA;2907905;Cipó;3;7;6;2;1;1;1;3;3;3;3;3;
BA;2908002;Coaraci;9;14;3;4;5;4;5;10;11;16;14;9;
BA;2908101;Cocos;27;31;21;19;99;89;194;82;29;81;114;37;
BA;2908200;Conceição da Feira;38;15;20;12;10;25;42;9;21;54;32;14;
BA;2908309;Conceição do Almeida;83;13;42;3;3;8;23;36;4;9;12;6;
BA;2908408;Conceição do Coité;114;142;174;55;40;57;115;89;219;150;128;63;
BA;2908507;Conceição do Jacuípe;223;175;154;66;92;129;247;385;238;252;175;224;
BA;2908606;Conde;12;10;16;0;1;1;3;4;10;3;29;17;
BA;2908705;Condeúba;14;11;8;3;8;6;10;13;7;13;17;9;
BA;2908804;Contendas do Sincorá;0;0;1;1;0;0;0;1;0;3;0;1;
BA;2908903;Coração de Maria;19;13;95;15;8;58;28;25;53;33;36;27;
BA;2909000;Cordeiros;1;1;1;7;1;1;1;0;1;12;6;5;
BA;2909109;Coribe;3;5;3;0;2;2;2;7;3;0;4;7;
BA;2909208;Coronel João Sá;1;12;3;2;2;0;4;3;2;3;7;2;
BA;2909307;Correntina;108;66;147;82;87;129;265;152;135;200;174;87;
BA;2909406;Cotegipe;8;9;3;4;7;7;2;2;4;3;7;2;
BA;2909505;Cravolândia;0;0;0;0;0;0;1;0;0;0;0;0;
BA;2909604;Crisópolis;6;6;9;0;0;0;3;6;1;4;2;4;
BA;2909703;Cristópolis;3;4;2;1;6;0;1;4;2;1;2;0;
BA;2909802;Cruz das Almas;170;144;135;45;85;80;75;116;179;175;194;160;
BA;2909901;Curaçá;7;41;7;13;9;42;43;19;23;14;28;15;
BA;2910008;Dário Meira;4;9;0;0;0;0;2;0;0;0;3;0;
BA;2910057;Dias d'Ávila;412;471;554;148;114;286;436;606;364;674;661;364;
BA;2910107;Dom Basílio;10;6;3;2;5;6;4;0;9;3;3;1;
BA;2910206;Dom Macedo Costa;0;0;3;0;0;0;0;0;4;0;0;0;
BA;2910305;Elísio Medrado;1;1;2;2;0;0;1;1;2;1;0;0;
BA;2910404;Encruzilhada;10;6;5;0;0;0;5;1;7;7;1;9;
BA;2910503;Entre Rios;117;47;28;21;10;11;40;29;28;45;52;34;
BA;2910602;Esplanada;107;129;104;32;27;45;40;36;101;139;63;25;
BA;2910701;Euclides da Cunha;31;44;25;9;8;13;15;13;20;23;42;32;
BA;2910727;Eunápolis;404;568;420;189;229;319;388;715;440;513;589;466;
BA;2910750;Fátima;2;4;9;0;0;0;0;0;1;8;4;7;
BA;2910776;Feira da Mata;0;1;0;0;1;0;2;3;0;1;0;0;
BA;2910800;Feira de Santana;3110;2702;2788;1146;1133;1664;1904;2292;3775;3375;3098;3160;
BA;2910859;Filadélfia;5;6;6;0;1;3;4;7;6;10;16;4;
BA;2910909;Firmino Alves;34;39;2;1;0;0;1;16;8;12;3;14;
BA;2911006;Floresta Azul;1;3;0;0;1;0;3;1;0;3;2;0;
BA;2911105;Formosa do Rio Preto;113;62;152;93;33;131;96;42;94;192;67;39;
BA;2911204;Gandu;36;31;22;7;11;10;9;25;32;34;51;40;
BA;2911253;Gavião;0;0;1;0;0;0;0;0;0;0;0;1;
BA;2911303;Gentio do Ouro;1;1;0;0;0;0;1;0;0;0;2;2;
BA;2911402;Glória;9;11;18;0;2;4;5;4;7;4;9;3;
BA;2911501;Gongogi;1;5;5;2;1;2;4;2;5;3;3;2;
BA;2911600;Governador Mangabeira;23;26;7;5;4;4;47;281;50;252;121;5;
BA;2911659;Guajeru;0;0;0;1;0;0;1;0;1;1;3;0;
BA;2911709;Guanambi;228;197;217;95;161;123;157;154;218;231;254;167;
BA;2911808;Guaratinga;5;11;10;1;9;2;2;2;9;6;6;0;
BA;2911857;Heliópolis;3;5;4;0;0;0;0;5;0;1;0;0;
BA;2911907;Iaçu;12;22;5;5;35;0;5;7;53;18;6;11;
