municipio,participacao
Nova Crixás,0.00697
Nova Glória,0.00157
Nova Iguaçu de Goiás,0.00068
Nova Roma,0.00074
Nova Veneza,0.00219
Novo Brasil,0.00095
Novo Gama,0.01281
Novo Planalto,0.00178
Orizona,0.01041
Ouro Verde de Goiás,0.00166
Ouvidor,0.00849
Padre Bernardo,0.01167
Palestina de Goiás,0.00192
Palmeiras de Goiás,0.01965
Palmelo,0.00062
Palminópolis,0.00244
Panamá,0.00122
Paranaiguara,0.00263
Paraúna,0.01731
Perolândia,0.00786
Petrolina de Goiás,0.00198
Pilar de Goiás,0.00214
Piracanjuba,0.01375
Piranhas,0.00676
Pirenópolis,0.00711
Pires do Rio,0.01559
Planaltina,0.01612
Pontalina,0.00796
Porangatu,0.01587
Porteirão,0.00247
Portelândia,0.00408
Posse,0.00781
Professor Jamil,0.0008
Quirinópolis,0.02383
Rialma,0.00349
Rianápolis,0.00092
Rio Quente,0.00362
Rio Verde,0.18094
Rubiataba,0.00628
Sanclerlândia,0.00241
Santa Bárbara de Goiás,0.00171
Santa Cruz de Goiás,0.00328
Santa Fé de Goiás,0.00289
Santa Helena de Goiás,0.01799
Santa Isabel,0.00137
Santa Rita do Araguaia,0.00227
Santa Rita do Novo Destino,0.00122
Santa Rosa de Goiás,0.00076
Santa Tereza de Goiás,0.00097
Santa Terezinha de Goiás,0.00212
Santo Antônio da Barra,0.00356
Santo Antônio de Goiás,0.00172
Santo Antônio do Descoberto,0.00916
São Domingos,0.00229
São Francisco de Goiás,0.00145
São João d'Aliança,0.00632
São João da Paraúna,0.00155
São Luís de Montes Belos,0.0165
São Luiz do Norte,0.00152
São Miguel do Araguaia,0.00767
São Miguel do Passa Quatro,0.00351
São Patrício,0.00059
São Simão,0.0159
Senador Canedo,0.05287
Serranópolis,0.00724
Silvânia,0.0146
Simolândia,0.00192
Sítio d'Abadia,0.00084
Taquaral de Goiás,0.00099
Teresina de Goiás,0.00043
Terezópolis de Goiás,0.00234
Três Ranchos,0.00071
Trindade,0.02959
Trombas,0.00078
Turvânia,0.00227
Turvelândia,0.00629
Uirapuru,0.00086
Uruaçu,0.01442
Uruana,0.00327
Urutaí,0.00183
Valparaíso de Goiás,0.03289
Varjão,0.00117
Vianópolis,0.00952
Vicentinópolis,0.00533
Vila Boa,0.002
Vila Propício,0.00342
Brasília,3.18397
